,title,comb
244,The Huntsman: Winter's War,Cedric Nicolas-Troyan Chris Hemsworth Sam Claflin Charlize Theron Action Adventure Drama Fantasy
245,Teenage Mutant Ninja Turtles,Jonathan Liebesman Noel Fisher Danny Woodburn Jeremy Howard Action Adventure Comedy Sci-Fi
246,Gravity,Alfonso Cuarón Phaldut Sharma Basher Savage Amy Warren Adventure Drama Sci-Fi Thriller
247,Dante's Peak,Roger Donaldson Jamie Renée Smith Grant Heslov Tzi Ma Action Adventure Thriller
248,Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green Stephen Amell Noel Fisher Brad Garrett Action Adventure Comedy Sci-Fi
249,Fantastic Four,Josh Trank Tim Blake Nelson Reg E. Cathey Tim Heidecker Action Adventure Sci-Fi
250,Night at the Museum,Shawn Levy Robin Williams Rami Malek Steve Coogan Action Adventure Comedy Family Fantasy
251,San Andreas,Brad Peyton Dwayne Johnson Ioan Gruffudd Archie Panjabi Action Adventure Drama Thriller
252,Tomorrow Never Dies,Roger Spottiswoode Vincent Schiavelli Colin Salmon Joe Don Baker Action Adventure Thriller
253,The Patriot,Roland Emmerich Heath Ledger Adam Baldwin Tom Wilkinson Action Drama History War
254,Ocean's Twelve,Steven Soderbergh Brad Pitt Julia Roberts Mini Anden Crime Thriller
255,Mr. & Mrs. Smith,Doug Liman Brad Pitt Angelina Jolie Pitt Stephanie March Action Comedy Crime Romance Thriller
256,Insurgent,Robert Schwentke Kate Winslet Theo James Mekhi Phifer Adventure Sci-Fi Thriller
257,The Aviator,Martin Scorsese Leonardo DiCaprio Adam Scott Frances Conroy Biography Drama
258,Gulliver's Travels,Rob Letterman James Corden Catherine Tate Olly Alexander Adventure Comedy Family Fantasy
259,The Green Hornet,Michel Gondry Christoph Waltz Tom Wilkinson Chad L. Coleman Action Comedy Crime Sci-Fi Thriller
260,The A-Team            , George Peppard Dirk Benedict Dwight Schultz Action Adventure Crime
261,300: Rise of an Empire,Noam Murro Eva Green Sullivan Stapleton Peter Mensah Action Drama Fantasy War
262,The Smurfs,Raja Gosnell Mahadeo Shivraj Tim Gunn Madison McKinley Adventure Animation Comedy Family Fantasy
263,Home on the Range,Will Finn Steve Buscemi Roseanne Barr G.W. Bailey Animation Comedy Family Music Western
264,Allegiant,Robert Schwentke Naomi Watts Theo James Zoë Kravitz Action Adventure Mystery Sci-Fi Thriller
265,Real Steel,Shawn Levy Hugh Jackman Torey Michael Adkins Olga Fonda Action Drama Sci-Fi Sport
266,The Smurfs 2,Raja Gosnell Jacob Tremblay Nancy O'Dell Vanessa Matsui Adventure Animation Comedy Family Fantasy
267,Speed 2: Cruise Control,Jan de Bont Jason Patric Temuera Morrison Lois Chiles Action Crime Romance Thriller
268,Ender's Game,Gavin Hood Harrison Ford Moises Arias Aramis Knight Action Sci-Fi
269,Live Free or Die Hard,Len Wiseman Bruce Willis Jonathan Sadowski Cyril Raffaelli Action Adventure Thriller
270,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson Christopher Lee Orlando Bloom Billy Boyd Action Adventure Drama Fantasy
271,Around the World in 80 Days,Frank Coraci Jim Broadbent Steve Coogan Cécile De France Action Adventure Comedy
272,Ali,Michael Mann Will Smith Jada Pinkett Smith Joe Morton Biography Drama Sport
273,The Cat in the Hat,Bo Welch Sean Hayes Kelly Preston Spencer Breslin Adventure Comedy Family Fantasy
274,"I, Robot",Alex Proyas Will Smith Bruce Greenwood Chi McBride Action Mystery Sci-Fi Thriller
275,Kingdom of Heaven,Ridley Scott Liam Neeson Orlando Bloom Philip Glenister Action Adventure Drama History War
276,Stuart Little,Rob Minkoff Chazz Palminteri Nathan Lane Jeffrey Jones Adventure Comedy Family Fantasy
277,The Princess and the Frog,Ron Clements Oprah Winfrey Jenifer Lewis Anika Noni Rose Animation Family Fantasy Musical Romance
278,The Martian,Ridley Scott Matt Damon Donald Glover Benedict Wong Adventure Drama Sci-Fi
279,"10,000 B.C.            ",Christopher Barnard Mathew Buck   Comedy
280,The Island,Michael Bay Scarlett Johansson Steve Buscemi Djimon Hounsou Action Adventure Romance Sci-Fi Thriller
281,Town & Country,Peter Chelsom Del Zamora Warren Beatty Garry Shandling Comedy Romance
282,Gone in Sixty Seconds,Dominic Sena Nicolas Cage Angelina Jolie Pitt Robert Duvall Action Crime Thriller
283,Gladiator,Ridley Scott Djimon Hounsou Connie Nielsen Oliver Reed Action Drama Romance
284,Minority Report,Steven Spielberg Tom Cruise Frank Grillo Jessica Capshaw Action Mystery Sci-Fi Thriller
285,Harry Potter and the Chamber of Secrets,Chris Columbus Daniel Radcliffe Rupert Grint Emma Watson Adventure Family Fantasy Mystery
286,Casino Royale,Martin Campbell Eva Green Tobias Menzies Ivana Milicevic Action Adventure Thriller
287,Planet of the Apes,Tim Burton Cary-Hiroyuki Tagawa Estella Warren Erick Avari Action Adventure Sci-Fi Thriller
288,Terminator 2: Judgment Day,James Cameron Joe Morton Jenette Goldstein S. Epatha Merkerson Action Sci-Fi
289,Public Enemies,Michael Mann Johnny Depp Christian Bale Stephen Graham Biography Crime Drama History Romance
290,American Gangster,Ridley Scott Denzel Washington Ruby Dee RZA Biography Crime Drama
291,True Lies,James Cameron Jamie Lee Curtis Tia Carrere Tom Arnold Action Comedy Thriller
292,The Taking of Pelham 1 2 3,Tony Scott Denzel Washington Ramon Rodriguez Michael Rispoli Action Crime Thriller
293,Little Fockers,Paul Weitz Robert De Niro Blythe Danner Teri Polo Comedy Romance
294,The Other Guys,Adam McKay Dwayne Johnson Will Ferrell Derek Jeter Action Comedy Crime
295,Eraser,Chuck Russell Vanessa Williams James Coburn Roma Maffia Action Drama Mystery Thriller
296,Django Unchained,Quentin Tarantino Leonardo DiCaprio Christoph Waltz Ato Essandoh Drama Western
297,The Hunchback of Notre Dame,Gary Trousdale Demi Moore Jason Alexander Bill Fagerbakke Animation Drama Family Musical Romance
298,The Emperor's New Groove,Mark Dindal Eartha Kitt Wendie Malick John Fiedler Adventure Animation Comedy Family Fantasy
299,The Expendables 2,Simon West Jason Statham Sylvester Stallone Bruce Willis Action Adventure Thriller
300,National Treasure,Jon Turteltaub Nicolas Cage Armando Riesco Annie Parisse Action Adventure Comedy Family Mystery
301,Eragon,Stefen Fangmeier Djimon Hounsou Ed Speleers Gary Lewis Action Adventure Family Fantasy
302,Where the Wild Things Are,Spike Jonze Catherine O'Hara Ryan Corr Max Records Adventure Drama Family Fantasy
303,Pan,Joe Wright Hugh Jackman Cara Delevingne Nonso Anozie Adventure Family Fantasy
304,Epic,Chris Wedge Josh Hutcherson Emma Kenney Troy Evans Adventure Animation Family Fantasy
305,The Tourist,Florian Henckel von Donnersmarck Johnny Depp Angelina Jolie Pitt Rufus Sewell Action Romance Thriller
306,End of Days,Peter Hyams CCH Pounder Mark Margolis Udo Kier Action Fantasy Horror Mystery
307,Blood Diamond,Edward Zwick Leonardo DiCaprio Djimon Hounsou Stephen Collins Adventure Drama Thriller
308,The Wolf of Wall Street,Martin Scorsese Leonardo DiCaprio Matthew McConaughey Jon Favreau Biography Comedy Crime Drama
309,Batman Forever,Joel Schumacher Michael Gough Rene Auberjonois Debi Mazar Action Adventure Fantasy
310,Starship Troopers,Paul Verhoeven Jake Busey Patrick Muldoon Seth Gilliam Action Sci-Fi War
311,Cloud Atlas,Tom Tykwer Tom Hanks Jim Sturgess Jim Broadbent Drama Sci-Fi
312,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder Abbie Cornish Richard Roxburgh Anthony LaPaglia Action Adventure Animation Family Fantasy
313,Catwoman,Pitof Frances Conroy Christopher Heyerdahl Alex Borstein Action Crime Fantasy Romance Thriller
314,Hercules,Brett Ratner Dwayne Johnson Rufus Sewell Ingrid Bolsø Berdal Action Adventure
315,Treasure Planet,Ron Clements Joseph Gordon-Levitt Martin Short Michael Wincott Adventure Animation Family Sci-Fi
316,Land of the Lost,Brad Silberling Will Ferrell Anna Friel Bobb'e J. Thompson Adventure Comedy Sci-Fi
317,The Expendables 3,Patrick Hughes Jason Statham Sylvester Stallone Harrison Ford Action Adventure Thriller
318,Point Break,Ericson Core Ray Winstone Edgar Ramírez Delroy Lindo Action Crime Sport Thriller
319,Son of the Mask,Lawrence Guterman Jamie Kennedy Traylor Howard Ben Stein Comedy Family Fantasy
320,In the Heart of the Sea,Ron Howard Chris Hemsworth Benjamin Walker Frank Dillane Action Adventure Biography Drama History Thriller
321,The Adventures of Pluto Nash,Ron Underwood Rosario Dawson Randy Quaid Burt Young Action Comedy Sci-Fi
322,Green Zone,Paul Greengrass Matt Damon Sean Huze Igal Naor Action Drama Thriller War
323,The Peanuts Movie,Steve Martino Francesca Capaldi Venus Schultheis Bill Melendez Adventure Animation Comedy Family
324,The Spanish Prisoner,David Mamet Ben Gazzara Felicity Huffman Campbell Scott Drama Mystery Thriller
325,The Mummy Returns,Stephen Sommers Dwayne Johnson Brendan Fraser Patricia Velasquez Action Adventure Fantasy Thriller
326,Gangs of New York,Martin Scorsese Leonardo DiCaprio Liam Neeson Jim Broadbent Crime Drama
327,The Flowers of War,Yimou Zhang Christian Bale Ni Ni Shigeo Kobayashi Drama History Romance War
328,Surf's Up,Ash Brannon Jeff Bridges Zooey Deschanel Jon Heder Animation Comedy Family Sport
329,The Stepford Wives,Frank Oz Jon Lovitz Matthew Broderick Roger Bart Comedy Sci-Fi Thriller
330,Black Hawk Down,Ridley Scott Ioan Gruffudd Sam Shepard Ewen Bremner Drama History War
331,The Campaign,Jay Roach Will Ferrell Thomas Middleditch Katherine LaNasa Comedy
332,The Fifth Element,Luc Besson Milla Jovovich Bruce Willis Gary Oldman Action Adventure Sci-Fi
333,Sex and the City 2,Michael Patrick King Chris Noth Liza Minnelli Kristin Davis Comedy Drama Romance
334,The Road to El Dorado,Bibo Bergeron Frank Welker Rosie Perez Elton John Adventure Animation Comedy Family Romance
335,Ice Age: Continental Drift,Steve Martino Peter Dinklage Josh Gad Drake Adventure Animation Comedy Family
336,Cinderella,Kenneth Branagh Hayley Atwell Derek Jacobi Lily James Drama Family Fantasy Romance
337,The Lovely Bones,Peter Jackson Michael Imperioli AJ Michalka Tom McCarthy Drama Fantasy Thriller
338,Finding Nemo,Andrew Stanton Alexander Gould Stephen Root Brad Garrett Adventure Animation Comedy Family
339,The Lord of the Rings: The Return of the King,Peter Jackson Orlando Bloom Billy Boyd Bernard Hill Action Adventure Drama Fantasy
340,The Lord of the Rings: The Two Towers,Peter Jackson Christopher Lee Orlando Bloom Billy Boyd Action Adventure Drama Fantasy
341,Seventh Son,Sergey Bodrov Jeff Bridges Djimon Hounsou Olivia Williams Action Adventure Fantasy
342,Lara Croft: Tomb Raider,Simon West Angelina Jolie Pitt Noah Taylor Chris Barrie Action Adventure Fantasy Thriller
343,Transcendence,Wally Pfister Johnny Depp Morgan Freeman Clifton Collins Jr. Drama Mystery Romance Sci-Fi Thriller
344,Jurassic Park III,Joe Johnston Michael Jeter Trevor Morgan Alessandro Nivola Action Adventure Sci-Fi Thriller
345,Rise of the Planet of the Apes,Rupert Wyatt James Franco David Oyelowo Tyler Labine Action Drama Sci-Fi Thriller
346,The Spiderwick Chronicles,Mark Waters Martin Short Tod Fennell Joan Plowright Adventure Family Fantasy
347,A Good Day to Die Hard,John Moore Bruce Willis Cole Hauser Megalyn Echikunwoke Action Thriller
348,The Alamo,John Lee Hancock Dennis Quaid Marc Blucas Jordi Mollà Drama History War Western
349,The Incredibles,Brad Bird Holly Hunter Craig T. Nelson Lou Romano Action Adventure Animation Family
350,Cutthroat Island,Renny Harlin Christopher Masterson Frank Langella Matthew Modine Action Adventure Comedy
351,Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus Logan Lerman Rosario Dawson Steve Coogan Adventure Family Fantasy
352,Men in Black,Barry Sonnenfeld Will Smith Rip Torn Linda Fiorentino Adventure Comedy Family Mystery Sci-Fi
353,Toy Story 2,John Lasseter Tom Hanks John Ratzenberger Wayne Knight Adventure Animation Comedy Family Fantasy
354,Unstoppable,Tony Scott Denzel Washington Rosario Dawson Ethan Suplee Action Thriller
355,Rush Hour 2,Brett Ratner Mei Melançon John Lone Harris Yulin Action Comedy Crime Thriller
356,What Lies Beneath,Robert Zemeckis Harrison Ford Amber Valletta Miranda Otto Drama Fantasy Horror Mystery Thriller
357,Cloudy with a Chance of Meatballs,Phil Lord Will Forte Bobb'e J. Thompson Al Roker Animation Comedy Family Sci-Fi
358,Ice Age: Dawn of the Dinosaurs,Carlos Saldanha Denis Leary Maile Flanagan Kelly Keaton Action Adventure Animation Comedy Family
359,The Secret Life of Walter Mitty,Ben Stiller Adam Scott Adrian Martinez Joey Slotnick Adventure Comedy Drama Fantasy Romance
360,Charlie's Angels,McG Bill Murray LL Cool J Kelly Lynch Action Adventure Comedy Crime Thriller
361,The Departed,Martin Scorsese Leonardo DiCaprio Matt Damon Ray Winstone Crime Drama Thriller
362,Mulan,Tony Bancroft Ming-Na Wen Harvey Fierstein June Foray Adventure Animation Family Fantasy Musical War
363,Tropic Thunder,Ben Stiller Robert Downey Jr. Steve Coogan Brandon T. Jackson Action Comedy
364,The Girl with the Dragon Tattoo,David Fincher Robin Wright Goran Visnjic Joely Richardson Crime Drama Mystery Thriller
365,Die Hard with a Vengeance,John McTiernan Bruce Willis Aldis Hodge Kevin Chamberlin Action Adventure Thriller
366,Sherlock Holmes,Guy Ritchie Robert Downey Jr. Eddie Marsan Robert Maillet Action Adventure Crime Mystery Thriller
367,Ben-Hur,Timur Bekmambetov Morgan Freeman Ayelet Zurer Moises Arias Adventure Drama History
368,Atlantis: The Lost Empire,Gary Trousdale Leonard Nimoy Jim Varney Cree Summer Action Adventure Animation Family Fantasy Sci-Fi
369,Alvin and the Chipmunks: The Road Chip,Walt Becker Bella Thorne Joshua Mikel Jesse McCartney Adventure Animation Comedy Family Fantasy Music
370,Valkyrie,Bryan Singer Tom Cruise Tom Wilkinson Thomas Kretschmann Drama History Thriller War
371,You Don't Mess with the Zohan,Dennis Dugan Adam Sandler Sayed Badreya Kevin Nealon Action Comedy
372,Pixels,Chris Columbus Peter Dinklage Adam Sandler Josh Gad Action Animation Comedy Sci-Fi
373,A.I. Artificial Intelligence,Steven Spielberg Haley Joel Osment William Hurt Kevin Sussman Adventure Drama Sci-Fi
374,The Haunted Mansion,Rob Minkoff Marsha Thomason Rachael Harris Marc John Jefferies Comedy Family Fantasy Horror Mystery
375,Contact,Robert Zemeckis Matthew McConaughey Tom Skerritt Larry King Drama Mystery Sci-Fi Thriller
376,Hollow Man,Paul Verhoeven Greg Grunberg Kim Dickens Joey Slotnick Action Horror Sci-Fi Thriller
377,The Interpreter,Sydney Pollack Curtiss Cook George Harris Michael Wright Crime Mystery Thriller
378,Percy Jackson: Sea of Monsters,Thor Freudenthal Logan Lerman Leven Rambin Brandon T. Jackson Adventure Family Fantasy
379,Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont Gerard Butler Angelina Jolie Pitt Djimon Hounsou Action Adventure Fantasy
380,Now You See Me 2,Jon M. Chu Daniel Radcliffe Morgan Freeman Sanaa Lathan Action Adventure Comedy Crime Mystery Thriller
381,The Saint,Phillip Noyce Alun Armstrong Michael Byrne Velibor Topic Action Adventure Romance Sci-Fi Thriller
382,Spy Game,Tony Scott Brad Pitt Stephen Dillane Catherine McCormack Action Crime Thriller
383,Mission to Mars,Brian De Palma Don Cheadle Connie Nielsen Kim Delaney Adventure Sci-Fi Thriller
384,Rio,Carlos Saldanha Anne Hathaway Wanda Sykes Will.i.am Adventure Animation Comedy Family Musical
385,Bicentennial Man,Chris Columbus Robin Williams Oliver Platt John Michael Higgins Comedy Drama Sci-Fi
386,Volcano,Mick Jackson Don Cheadle Anne Heche Gaby Hoffmann Action Drama Sci-Fi Thriller
387,The Devil's Own,Alan J. Pakula Harrison Ford Brad Pitt Natascha McElhone Action Crime Drama Thriller
388,K-19: The Widowmaker,Kathryn Bigelow Liam Neeson Christian Camargo Lex Shrapnel Drama History Thriller War
389,Fantastic Four,Josh Trank Tim Blake Nelson Reg E. Cathey Tim Heidecker Action Adventure Sci-Fi
390,Conan the Barbarian,John Milius William Smith Mako Sandahl Bergman Adventure Fantasy
391,Cinderella Man,Ron Howard Paddy Considine Bruce McGill Rosemarie DeWitt Biography Drama Sport
392,The Nutcracker in 3D,Andrey Konchalovskiy Shirley Henderson Nathan Lane Richard E. Grant Action Family Fantasy Musical
393,Seabiscuit,Gary Ross Jeff Bridges Michael Angarano Michael O'Neill Drama History Sport
394,Twister,Jan de Bont Philip Seymour Hoffman Alan Ruck Jami Gertz Action Adventure Drama Thriller
395,The Fast and the Furious,Rob Cohen Paul Walker Vin Diesel Jordana Brewster Action Crime Thriller
396,Cast Away,Robert Zemeckis Tom Hanks Paul Sanchez Nick Searcy Adventure Drama Romance
397,Happy Feet,George Miller Robin Williams Hugh Jackman Elizabeth Daily Animation Comedy Family Music Romance
398,The Bourne Supremacy,Paul Greengrass Matt Damon Joan Allen Oksana Akinshina Action Mystery Thriller
399,Air Force One,Wolfgang Petersen Harrison Ford Gary Oldman Dean Stockwell Action Adventure Drama Thriller
400,Ocean's Eleven,Steven Soderbergh Brad Pitt Bernie Mac Elliott Gould Crime Thriller
401,The Three Musketeers,Paul W.S. Anderson Milla Jovovich Logan Lerman Orlando Bloom Action Adventure Romance
402,Hotel Transylvania,Genndy Tartakovsky Steve Buscemi Adam Sandler Jon Lovitz Animation Comedy Family Fantasy
403,Enchanted,Kevin Lima Jeff Bennett Teala Dunn Fred Tatasciore Animation Comedy Family Fantasy Musical Romance
404,Hannibal            , Caroline Dhavernas Scott Thompson Hettienne Park Crime Drama Horror Mystery Thriller
405,Safe House,Daniel Espinosa Denzel Washington Ryan Reynolds Sam Shepard Action Crime Mystery Thriller
406,102 Dalmatians,Kevin Lima Ioan Gruffudd Eric Idle Jim Carter Adventure Comedy Family
407,Tower Heist,Brett Ratner Matthew Broderick Gabourey Sidibe Judd Hirsch Action Comedy Crime
408,The Holiday,Nancy Meyers Kate Winslet Rufus Sewell Sarah Parish Comedy Romance
409,Enemy of the State,Tony Scott Will Smith Jake Busey Lisa Bonet Action Crime Drama Mystery Thriller
410,It's Complicated,Nancy Meyers Meryl Streep Hunter Parrish Zoe Kazan Comedy Drama Romance
411,Ocean's Thirteen,Steven Soderbergh Al Pacino Matt Damon Brad Pitt Crime Thriller
412,Open Season,Roger Allers Jon Favreau Debra Messing Jane Krakowski Adventure Animation Comedy Family
413,Divergent,Neil Burger Kate Winslet Theo James Mekhi Phifer Adventure Mystery Sci-Fi
414,Enemy at the Gates,Jean-Jacques Annaud Bob Hoskins Gabriel Thomson Clemens Schick Drama History War
